,hotel,ratings,review,real_date,length
280,스위스 그랜드 호텔,5,"깨끗하고 좋은 호텔에서 너무 편안한 하루를 보냈습니다. 직원분들 친절하셔서 좋았고, 룸 업그레이드까지 해주셔서 넘넘 감사했습니다. 조금 아쉬웠던 점은 유료와이파이, 옆 방들 및 복도 소리 등 방음이 아주 조금 안되는 부분들이....~ 그럼에도 불구하고 너무너무 편안했던 침구류와 깔끔한 룸 인테리어, 친절하신 직원분들... 다음에 또 다시 가고싶은 마음이 가득합니다♡",2021. 02. 20,205
281,스위스 그랜드 호텔,5,완전 조아여 ㅎㅎㅎㅎ,2021. 02. 20,11
282,스위스 그랜드 호텔,5,요즘 시국이라 저렴하게이용하거 있어요 ㅋ,2021. 02. 19,22
283,스위스 그랜드 호텔,2,호텔급에 맞지않는것 같다옛날 추억에 방문했으나 세월의 흔적인지 몰라도 너무 심할정도였다현재 가격 대비 넓은 객실 외에는...다음날 홍대쪽으로 숙소를 옮길정도였다,2021. 02. 19,89
284,스위스 그랜드 호텔,5,감사합니다 정말 좋았어요,2021. 02. 19,13
285,스위스 그랜드 호텔,5,깔끔한 좋아요,2021. 02. 18,7
286,스위스 그랜드 호텔,5,정말정말 좋았어요 서비스도 좋았고 뷰도 좋았고 가격대비 대만족입니다 기념일에 또 올거같아요,2021. 02. 18,50
287,스위스 그랜드 호텔,5,또 가고싶습니다,2021. 02. 16,8
288,스위스 그랜드 호텔,5,방도 생각보다 넓었구요 수영장도 깨끗하고 좋았습니다 다만 타월이 생각보다 부족한 느낌이 있었습니다,2021. 02. 15,54
289,스위스 그랜드 호텔,5,저렴하게 좋은 방을 쓸 수 있어서 좋았습니다. 넓고 깨끗했어요! 카페나 로비 분위기가 아주 고급스럽고 활기찬 느낌이라 좋았어요 좋은 시간 보내고갑니다~,2021. 02. 15,84
290,스위스 그랜드 호텔,5,하루동안 행복했습니다,2021. 02. 15,11
291,스위스 그랜드 호텔,4,업글받고 푹쉬었어요24시간 패키지 넘조아요,2021. 02. 14,23
292,스위스 그랜드 호텔,5,객실도깔끔하고직원분들도친절하십니다. 1층에 편의점이있어서 잘이용했구요.차가있으신분들은 편히오실것같아요.저희는 택시이용했습니다~ 침대가 너무포근해서 내내 잠만자다왔어요~~ 제대로 호캉스했습니다~,2021. 02. 14,107
293,스위스 그랜드 호텔,5,진짜 최고 진짜 레알 그냥 두말필요없이 또 갈거임 !!!!!!!!!,2021. 02. 14,37
294,스위스 그랜드 호텔,3,설날이라서 그런지 빵집 직원(남성)하고 편의점 직원(여성)이 많이 불친절해서 기분이 안 좋았습니다..그렇지만 빵하고 식사가 맛있고 룸 업그레이드도 해 주셔서 쾌적했습니다. 숙소 값보다 식사하고 빵에 돈을 더 많이 썼을 정도로 맛있습니다,2021. 02. 14,131
295,스위스 그랜드 호텔,5,해외 놀러온 기분이네요^^,2021. 02. 14,14
296,스위스 그랜드 호텔,5,룸도 업그레이드 해주시고 최고입니다 항상 :),2021. 02. 14,25
297,스위스 그랜드 호텔,5,아주좋아요,2021. 02. 13,5
298,스위스 그랜드 호텔,5,방이 많고 공간이 넓어서 편했어요~,2021. 02. 13,19
299,스위스 그랜드 호텔,5,저렴한 가격에 5성급 호텔에서 좋은 시간 보낼 수 있어서 좋았어요.,2021. 02. 13,37
300,스위스 그랜드 호텔,4,잘 쉬다가 갑니다,2021. 02. 13,9
301,스위스 그랜드 호텔,5,늘 그랬듯 아주 좋았습니다,2021. 02. 12,14
302,스위스 그랜드 호텔,5,직원분들 다들 너무 친절하시고 객실또한 깔끔하여 너무 좋았습니다재방문 의사 있습니다,2021. 02. 12,46
303,스위스 그랜드 호텔,4,ㄱㄱㄱㄱㄱㄱㄱ,2021. 02. 11,7
304,스위스 그랜드 호텔,5,너무 친절합니다. 객실도 너무 넓어요. 하나 아쉬운점이 있다면 바로 화장실입니다. 왜냐하면 화장실의 두면이 미닫이 문으로 열었다 닫았다 할 수 있습니다. 뭐랄까 화장실을 갈때 개인의 프라이버시가 조금 지켜지지않는 느낌입니다. 하지만 그 외의 나머지 것들은 모두 다 좋았습니다.마주했던 모든 직원분들이 정말 너무 친절했어요,2021. 02. 11,179
305,스위스 그랜드 호텔,5,항상 편하게 있다가요,2021. 02. 09,11
306,스위스 그랜드 호텔,5,Deluxe로 예약했었는데 일-월 넘어가는 날이라 방이 많이 남았었나봐요. Executive로 바꿔주셔서 뜻밖에 좋은 방 쓰고 왔네요. 전반적으로 오래된 느낌이긴 하나 깨끗하게 잘 관리된 곳이라 좋았어요ㅎㅎ,2021. 02. 09,115
307,스위스 그랜드 호텔,5,깔끔한 좋아요,2021. 02. 08,7
308,스위스 그랜드 호텔,5,최고입니다 이가격에,2021. 02. 07,10
309,스위스 그랜드 호텔,5,클래식한 추억의장소,2021. 02. 06,10
310,스위스 그랜드 호텔,5,깔끔해요 잘 쉬다 갑니다,2021. 02. 06,13
311,스위스 그랜드 호텔,4,주변에 식당이없어서 아쉽네요,2021. 02. 03,15
312,스위스 그랜드 호텔,3,클래식한 맛이 있어요,2021. 02. 02,11
313,스위스 그랜드 호텔,5,잘 쉬었습니다,2021. 02. 02,7
314,스위스 그랜드 호텔,5,컨시어지 직원분도 친절하셨고 룸컨디션이야 언제나 말 할 필요 없이 완벽합니다 룸업그레이드 감사했어요,2021. 02. 02,55
315,스위스 그랜드 호텔,5,방음이 잘돼있고~~방이깨끗하고~~직원분들도 친절하셨어요~~자주 가야겠어요,2021. 01. 31,40
316,스위스 그랜드 호텔,4,음 쏘쏘쏘쏘,2021. 01. 31,6
317,스위스 그랜드 호텔,5,푹 쉬다갑니당,2021. 01. 30,7
318,스위스 그랜드 호텔,5,레트로한 느낌이 좋아요~,2021. 01. 29,13
319,스위스 그랜드 호텔,5,깔끔한 좋아요,2021. 01. 28,7
320,스위스 그랜드 호텔,5,전체적으로 만족했습니다~,2021. 01. 25,13
321,스위스 그랜드 호텔,5,깔끔했어요ㅎㅎ,2021. 01. 24,7
322,스위스 그랜드 호텔,5,정말 제가 해본 호캉스 중에 최고였어요!,2021. 01. 24,22
323,스위스 그랜드 호텔,4,잘 쉬다 갑니다.,2021. 01. 24,9
324,스위스 그랜드 호텔,3,킹사이즈를 싱글침대 두개를 붙여놓아서 잠자리가 매우불편했음.다 안되는 이유가 있는듯.,2021. 01. 22,47
325,스위스 그랜드 호텔,5,위치빼고 다 좋아요,2021. 01. 20,10
326,스위스 그랜드 호텔,5,역시 언제와도 최고,2021. 01. 16,10
327,스위스 그랜드 호텔,5,ㅎㅎㅎㅎㅎ,2021. 01. 16,5
328,스위스 그랜드 호텔,4,가격 대비 만족 ㅎㅎ,2021. 01. 16,11
329,스위스 그랜드 호텔,5,좋았습니다,2021. 01. 15,5
330,스위스 그랜드 호텔,4,좋았습니다,2021. 01. 14,5
331,스위스 그랜드 호텔,5,깨끗하고 친절함,2021. 01. 13,8
332,스위스 그랜드 호텔,5,침대가 너무 편하고 좋아요,2021. 01. 10,14
333,스위스 그랜드 호텔,5,9pm이후시간늦은 체크인이었는데도 친절하셨습니다,2021. 01. 10,26
334,스위스 그랜드 호텔,5,친구들이랑 가서 진짜 푹쉬면서 힐링했어요!소파도 푹신푹신하고 숙소 자체도 깔끔하고 넓어서 너무 좋았어요.이벤트로 주신 플래터팩도 정말 맛있었습니다:)다음에 기회가된다면 다시 방문할것같아요!,2021. 01. 09,105
335,스위스 그랜드 호텔,5,오래됬지만 앤틱한느낌이 너무 좋았어요,2021. 01. 07,20
336,스위스 그랜드 호텔,5,시설이나 서비스 너무 좋았습니다.식기나 없어서 요청했더니 바로 가져다 주시고 청결하고 좋앗습니당,2021. 01. 07,53
337,스위스 그랜드 호텔,5,시설 짱 직원분들 짱,2021. 01. 06,11
338,스위스 그랜드 호텔,5,깨끗하고 좋아요,2021. 01. 06,8
339,스위스 그랜드 호텔,5,도심 속에 고요한 분위기가 좋아 자주 찾게 됩니다. 코로나로 인하여 다양한 부대시설을 이용할 수 없어 아쉬워요객실 분위기가 평온하고 조용해서 좋습니다.,2021. 01. 05,84
340,스위스 그랜드 호텔,5,연식이 오래 됐음에도 불구하고 청결도 최상의 호텔.. 진짜 좋아하는 호텔이예요 룸컨디션이 언제나 최고입니다 아 근데 이번에는 보조테이블 청소를 깜빡하셨는지 보조테이블에 음식 국물 튀긴 자국이 살짝 있었어요 뭐 심각하진 않아서 그냥 썼어요~ 위생 진짜 예민하게 따지는데 여긴 문 열고 들어가자마자 힐링돼요 너무 깨끗해요,2021. 01. 04,177
341,스위스 그랜드 호텔,5,촣았음 또방문예정,2021. 01. 04,9
342,스위스 그랜드 호텔,5,"요청해서 받은 와인잔과 오프너까지, 친절하고 좋았어요.",2021. 01. 02,30
343,스위스 그랜드 호텔,5,해외여행 온듯한 느낌이 너무 좋았습니다.편의점에서 뜨거운 물을 받을수가 없어서 너무 불편해요,2021. 01. 02,51
344,스위스 그랜드 호텔,5,너무 좋았어요ㅎㅎ 위치와 룸컨디션 만족해요,2021. 01. 01,23
345,스위스 그랜드 호텔,5,깨끗하고 친절함,2020. 12. 31,8
346,스위스 그랜드 호텔,2,뭐 난데없이 냉장고가 고장낫다고 다짜고짜 돈 물어 내라는식으로 얘기해서 기분 나빳음,2020. 12. 30,46
347,스위스 그랜드 호텔,5,아늑하고 좋앗습니다,2020. 12. 30,10
348,스위스 그랜드 호텔,5,석식 패키지 했는데 너무 별로였어요 다만 침대가 너무 좋아서 오버타임갖고 늦게 퇴실했네요 외국 사람들이 방문을 많이하시는데 코로나 시국에 마스크 착용안하고 다니는 모습이 너무 불안했어요,2020. 12. 28,103
349,스위스 그랜드 호텔,4,러트로 감성의 옛스러운 느낌입니다로비가 넓고 주차장도 넓어요,2020. 12. 28,33
350,스위스 그랜드 호텔,5,편하게 잘 쉬었어요,2020. 12. 27,10
351,스위스 그랜드 호텔,5,시설이랑 좋았는데 체크인할때 직원분이 좀 불친절하시네요. 호텔에맞지않는 응대였던것같습니다.,2020. 12. 27,50
352,스위스 그랜드 호텔,5,청결하고 좋았습니다. 재방문의사 있어요!,2020. 12. 26,22
353,스위스 그랜드 호텔,5,친절하시고 깨끗함,2020. 12. 26,9
354,스위스 그랜드 호텔,4,호텔조식이 형편없어요~코로나라 그런가?,2020. 12. 26,21
355,스위스 그랜드 호텔,4,넓고좋습니다.,2020. 12. 25,7
356,스위스 그랜드 호텔,5,편하게 잘 쉬다 갑니다!!,2020. 12. 25,14
357,스위스 그랜드 호텔,5,지하 조금위험할거같은데요..?,2020. 12. 25,16
358,스위스 그랜드 호텔,5,좋은듯요옴,2020. 12. 25,5
359,스위스 그랜드 호텔,5,깔끔하고 식사도 좋았습니다,2020. 12. 25,14
360,스위스 그랜드 호텔,5,깔끔하고 조용한 시설,2020. 12. 24,11
361,스위스 그랜드 호텔,5,침대가 푹신하고 좋았어요,2020. 12. 21,13
362,스위스 그랜드 호텔,5,로비가 예뻐서 가보고 싶었던 호텔인데 역시나 너무예뻐요 ㅠㅠ코로나 때문에 로비엔 오래 못있었는데 종식되면 또 방문하고 싶어요! 룸도 생각보다 넓고 쾌적해서 좋았어요방음은 좀 안되는것 같더라고용! 그거빼면 주변도 조용하고 전반적으로 만족스러웠어요 :),2020. 12. 20,139
363,스위스 그랜드 호텔,5,편안하고 따뜻하게 하룻밤 잘묵었어요~,2020. 12. 20,20
364,스위스 그랜드 호텔,5,깔끔핮니다,2020. 12. 20,5
365,스위스 그랜드 호텔,5,잘쉬다갑니다,2020. 12. 16,6
366,스위스 그랜드 호텔,4,수세미랑 퐁퐁 없어서 불편함 방네개중에 두개는 너무 추웠음 방에  있는 욕실에는 배수가 안됨 직원들은 엄청 친절함.호텔이 오래되서 그런지 시설이 별로임.,2020. 12. 14,85
367,스위스 그랜드 호텔,5,방이 진짜 넓어요.연식이 조금 된 호텔이라 가구나 시설이 많이 낡긴 했는데 그래도 깔끔하게 관리되어 있는 편이었어요.식기나 조리도구도 다 갖춰져있어 간단히 음식해먹기 좋았어요.호텔 내 편의점도 있어서 필요한 물품들 구매하기도 편했습니다.12일 밤에 A동 데스크 보시던 남자직원분 너무 친절하셔서 기분이 좋았어요!더보기,2020. 12. 13,177
368,스위스 그랜드 호텔,5,편안하게 잘 놀다갑니다,2020. 12. 13,12
369,스위스 그랜드 호텔,5,깨끗하고 좋아요,2020. 12. 13,8
370,스위스 그랜드 호텔,4,컨시어지에 안경 끼신 남자 분 좀 불친절하셔서 당황했구요그것 말고는 다 괜찮았어요 직원 분들 매우 친절하셨습니다좋아하는 호텔이예요 추천합니다,2020. 12. 07,78
371,스위스 그랜드 호텔,4,생각보다 넓고 깨끗. 다만 그릇을 쓰고 퐁퐁이나 다른세제가 없어서 처리하는데 힘들었음. 숙소는 훌륭했음,2020. 12. 07,57
372,스위스 그랜드 호텔,5,ㄴㅁ ㅈㅇㅇ,2020. 12. 07,6
373,스위스 그랜드 호텔,5,자연광이 들어오는 수영장이 특히 마음에 들어요 룸은 저택같은 느낌이예요직원들 친절하시고 재방문의사 있어요,2020. 12. 06,58
374,스위스 그랜드 호텔,5,역쉬 5성급 호텔 이네요,2020. 12. 06,13
375,스위스 그랜드 호텔,4,호텔은 깔끔하고 좋은데 수세미랑 퐁퐁이 없어서 불편했음.,2020. 12. 05,31
376,스위스 그랜드 호텔,5,깨끗한 좋아요,2020. 12. 04,7
377,스위스 그랜드 호텔,5,깨끗한 좋아요,2020. 12. 04,7
378,스위스 그랜드 호텔,5,올드한 분위기지만 호텔의 서비스는 그대로,2020. 12. 04,22
379,스위스 그랜드 호텔,5,"수영장이 좋은 편이고, 패키지에 포함된 소소한 혜택들도 잘 즐겼습니다. 호텔 근처 천변을 따라 산책하는 코스도 추천할만 하네요",2020. 11. 29,70
380,스위스 그랜드 호텔,5,깨끗하고 리모델링후 편안한 분이기가 좋습니다 다만 천장에 나오는 온열바람이 매우 건조하여 가습이 절실합니다 답답해서 끄면 너무 춥습니다 실내 환기가 잘 안되는점 빼면 가성비 우수합니다,2020. 11. 29,102
381,스위스 그랜드 호텔,5,잘쉬옸다갑니다,2020. 11. 29,7
382,스위스 그랜드 호텔,5,깨끗한데 리셉션에 체크인해주는 남자직원 서비스 최악,2020. 11. 29,28
383,스위스 그랜드 호텔,5,집 리모델링때문에 간 건데 늦은 체크아웃 덕분에 길에서  뭘해야할지 고민을 덜었습니다.시설 깨끗하고 직원분들도 넘 친절하셨어요,2020. 11. 27,70
384,스위스 그랜드 호텔,5,편하게 잘 쉬었습니다.,2020. 11. 27,12
385,스위스 그랜드 호텔,4,홍대에서 택시타고 거리도 금방이구 생각보다 로비나 객실이 이뻤구요 깔끔하고 좋았습니다 다음에 또 이용할게요~~!,2020. 11. 27,62
386,스위스 그랜드 호텔,5,좋았습니다,2020. 11. 25,5
387,스위스 그랜드 호텔,5,최고였어요!,2020. 11. 22,6
388,스위스 그랜드 호텔,5,너무 잘놀다가요 특히 카운터 여직원분이 체크인 도와주셨는데 너무 친절하고 덩달아 저도 기분이 좋아지더라구요 너무감사합니다~,2020. 11. 21,68
389,스위스 그랜드 호텔,5,굿이염ㅎㅎㅎ,2020. 11. 17,6
390,스위스 그랜드 호텔,4,무난 합니다,2020. 11. 17,6
391,스위스 그랜드 호텔,4,무난 합니다,2020. 11. 17,6
392,스위스 그랜드 호텔,5,룸도 업그레이드 해주시고 파운드케익도 너무 맛잇고 모든게 완벽햇어요!,2020. 11. 15,38
393,스위스 그랜드 호텔,5,눈뜨면 보이는 단풍들.알록달록 색상들로 어우러져서 방안에서 나가지 않고도 쭉 눈이 즐거웠습니다.맘에 안드는 것 하나없이 잘 쉬다 왔네요.서울에서 이런 느낌 주는 호텔은 처음이였어요 +_+더보기,2020. 11. 15,107
394,스위스 그랜드 호텔,5,클래식한 느낌의 호텔.고즈넉하니 좋았고 서울인데 멀리 여행온 느낌이였다.방안에서 보이는 뷰는 그냥 절경이고 호텔측에서 방 업그레이드도 해주셔서 덕분에 가족들과 즐거운 시간을 보냈다. 내년 단풍여행은 올해보다 2주정도 빠르게다시 이 호텔로 올거다.더보기,2020. 11. 15,140
395,스위스 그랜드 호텔,5,기대이상으로 좋았습미다,2020. 11. 15,12
396,스위스 그랜드 호텔,5,넓은 실내가 편안함을 줍니다지하철까지는 좀 걸어야하지만 가을 느낌이라 좋습니다,2020. 11. 15,43
397,스위스 그랜드 호텔,4,깔끔했어요,2020. 11. 13,5
398,스위스 그랜드 호텔,5,시설은 오래됐으나 고급스러움은 남이있다,2020. 11. 10,21
399,스위스 그랜드 호텔,5,깨끗하고 클래식했습니다 침대도 푹신하고 좋았습니다,2020. 11. 04,27
400,스위스 그랜드 호텔,5,깨끗하고 친절함,2020. 11. 02,8
401,스위스 그랜드 호텔,5,기대했던 것보다 훨씬 좋았습니다. 로비 인테리어 등은 옛날 느낌이 좀 났지만 다 비슷비슷한 서울시내 다른 오성급 호텔들과는 다른점이 오히려 멀리 여행온 것 같아 좋았습니다. 방은 리모델링해서 깔끔하고 객실이 엄청 넓어서 좋았습니다. 다음엔 2박으로 다시 가 볼 생각입니다.,2020. 10. 25,152
402,스위스 그랜드 호텔,3,날을 잘못 선택했던건지 조식 때도 해피아워를 이용 할 때도 서비스가 만족스럽지는 못했습니다.,2020. 10. 20,51
403,스위스 그랜드 호텔,5,잘 쉬다가 갑니다 감사해요.,2020. 10. 19,15
404,스위스 그랜드 호텔,4,"조식/중식/석식은 절대 제값주고 먹지마세요... 가격에 한번 놀라고 메뉴 구성에 놀라고...택시타고 연신내 쿠우쿠우가는게 훨씬 싸고맛있을 정도입니다.수영장 있는건 나름 괜찮았는데,뷔페 가격표는 인터넷에 있으니 참고하라던 저녁타임 캐셔 직원분은 지배인님 친인척이신가봐요.만사가 귀찮아 보이시던데, 안그래요?더보기",2020. 10. 18,173
405,스위스 그랜드 호텔,5,"야놀자 특가로가서 싸게갔고, 환기가 되는 창문에 내부직원들도 친절하셨습니다.",2020. 10. 18,42
406,스위스 그랜드 호텔,5,수영장도 깔끔하고 좋았어요클래식한 느낌의 가성비 좋은 호텔입니다,2020. 10. 17,35
407,스위스 그랜드 호텔,5,깔끔하고 좋아요,2020. 10. 12,8
408,스위스 그랜드 호텔,5,깔끔하고 좋았음,2020. 10. 12,8
409,스위스 그랜드 호텔,5,패키치 너무좋습니다. 조용하니 좋아요,2020. 10. 12,20
410,스위스 그랜드 호텔,4,만족스럽습니다,2020. 10. 11,7
411,스위스 그랜드 호텔,5,잘 쉬고 갑니다.,2020. 10. 10,9
412,스위스 그랜드 호텔,5,호캉스하기 좋아요,2020. 10. 09,9
413,스위스 그랜드 호텔,5,가성비좋고 괜찮았습니다,2020. 10. 08,12
414,스위스 그랜드 호텔,5,"접근선 좋고 주차공간 완벽합니다.코로나 대비 입구 측정, 편의점 시설넓은 침대와 깔끔한 객실, 전염병 관련 뷔페식 조식은 아니었어도 직접 서빙해주셔서 맛있게 잘 먹었네요.덕분에 서울 호캉스 알차게했습니다",2020. 10. 05,113
415,스위스 그랜드 호텔,5,너무좋아요,2020. 10. 04,5
416,스위스 그랜드 호텔,5,여자친구 생일날 좋은 추억 만들고 갑니다 감사합니다!,2020. 10. 03,29
417,스위스 그랜드 호텔,5,여자친구 너무 좋아해요 모든게 만족 스럽습니다. 또 올게요,2020. 10. 03,32
418,스위스 그랜드 호텔,3,4성급인듯...,2020. 10. 03,8
419,스위스 그랜드 호텔,4,조용히 편안하게 잘쉬고갑니다!서울외곽이라 조용함,2020. 10. 03,26
420,스위스 그랜드 호텔,5,좋아요ㅎㅎ,2020. 10. 02,5
421,스위스 그랜드 호텔,5,정말 아파트 형태고 넓고 좋았어요,2020. 10. 02,18
422,스위스 그랜드 호텔,4,편의점이나 식당 등 편의 시설이 메인 건물에 따로 있어서 간단하게 이용하는데 걸어가야해서 불편했어요. 하지만 실내 깔끔하고 넓고 뷰랑 다 좋았어요. 미국식 호텔이 생각나는 느낌이었어요. 잘 머물고 갑니다!!,2020. 10. 01,115
423,스위스 그랜드 호텔,5,최고입니다,2020. 09. 30,5
424,스위스 그랜드 호텔,5,저의 최애호텔. 호텔 안에서 초록이 보여서 서울 같지 않아요. 쉬고 싶을 때 꼭 찾게 됩니다,2020. 09. 30,51
425,스위스 그랜드 호텔,5,깔끔하고 깨끗하게 관리되어 있습니다.지하주차장만 조금 오래된 느낌입니다.,2020. 09. 29,40
426,스위스 그랜드 호텔,5,만족했어요,2020. 09. 28,5
427,스위스 그랜드 호텔,5,물이 잘안나와요...수압도 약하고 차가웠다 뜨거웠다..,2020. 09. 16,30
428,스위스 그랜드 호텔,4,좋았어요👍🏻,2020. 09. 13,6
429,스위스 그랜드 호텔,4,깨끗하게 잘 지냈음,2020. 09. 08,10
430,스위스 그랜드 호텔,5,룸서비스도 시키고 잘쉬다갔어요,2020. 09. 08,16
431,스위스 그랜드 호텔,5,침대가 넓고 편해요,2020. 09. 04,10
432,스위스 그랜드 호텔,5,진짜 깔끔하고 좋습니다!!! 힐링 제대로 하고갔어요~~,2020. 09. 03,30
433,스위스 그랜드 호텔,5,좋았어요 ㅎㅎ,2020. 08. 28,7
434,스위스 그랜드 호텔,5,서울 호캉스로 좋아요~ 차끌고 갔었는데 주말이라 그런지 지하주차장에 주차공간이 널널해보이진 않았어요,2020. 08. 25,55
435,스위스 그랜드 호텔,4,오래된 친구들과 옛날로 돌아가 추억을 얘기하기 좋은 곳,2020. 08. 24,30
436,스위스 그랜드 호텔,3,재밌렀어요!!,2020. 08. 21,7
437,스위스 그랜드 호텔,5,친절하고 깨끗,2020. 08. 21,7
438,스위스 그랜드 호텔,5,깨끗하고 넓음,2020. 08. 20,7
439,스위스 그랜드 호텔,5,최고였어요 연박까지 하고,2020. 08. 19,13
440,스위스 그랜드 호텔,5,방도 크고 객실 청결 상태도 좋고 수영장이 정말 수영만 하러 가는곳이라 마음에 들었어요,2020. 08. 18,48
441,스위스 그랜드 호텔,5,넓어서좋아요,2020. 08. 18,6
442,스위스 그랜드 호텔,5,처음에 들어간 방 에어컨에서 물이 새서 조금 당혹스러웠지만 친절한 사과와 방 업그레이드 해주셔서 기분좋은 숙박이었습니다.다만 커튼 치고 걷을때 먼지가 조금 아쉬웠습니다,2020. 08. 17,93
443,스위스 그랜드 호텔,5,화장실 커튼에서 쉰내가 난거 외에는 전반적으로 만족했습니다.,2020. 08. 17,33
444,스위스 그랜드 호텔,4,좋긴한데 좋은모텔인거같음,2020. 08. 17,13
445,스위스 그랜드 호텔,5,수영장 최고에요,2020. 08. 15,8
446,스위스 그랜드 호텔,5,너무조아요,2020. 08. 15,5
447,스위스 그랜드 호텔,5,직원들도 친정하시도,2020. 08. 15,10
448,스위스 그랜드 호텔,5,최고의 시설 최고의 품격,2020. 08. 15,13
449,스위스 그랜드 호텔,5,말해뭐해~~ 아주아주 좋아용ㅋ,2020. 08. 14,16
450,스위스 그랜드 호텔,5,시설 청결하고 좋아요,2020. 08. 14,11
451,스위스 그랜드 호텔,5,친절하고 쾌적합니다.무료 방 업그레이드도 감사합니다.재방문 의사있음.^^,2020. 08. 11,40
452,스위스 그랜드 호텔,5,방이 넓고 깔끔하고 좋아요!!,2020. 08. 10,16
453,스위스 그랜드 호텔,5,코로나때문에 불안했지만 직원분들의 노력덕분에 편히 쉴 수 있었습니다. 감사합니다.,2020. 08. 09,45
454,스위스 그랜드 호텔,5,객실도 청결하고 친절해요,2020. 08. 08,13
455,스위스 그랜드 호텔,5,이연박 했는데 아주 아주 잘 쉬다 왔어요. 룸상태도 좋고 마운틴뷰도 좋고 사람도 적어서쾌적했답니다.,2020. 08. 07,55
456,스위스 그랜드 호텔,4,"레지던스에 머물렀는데, 좋게 말하면 앤티크이지만이 가격에 더 나은 호텔을 가는 것이 나을 것 같습니다리모델링이 시급해 보입니다. 수영장은 좋았습니다.아이들이 놀 수 있는 유아풀이 있어 좋지만시설이 오래돼 보여 그리 만족도가 높지 않았습니다.위치도 차량이 있어야 편합니다.더보기",2020. 08. 06,154
457,스위스 그랜드 호텔,5,아주조아요,2020. 08. 05,5
458,스위스 그랜드 호텔,5,완벽한 코로나 대응 시스템 / 빠른 고객응대 최고!,2020. 08. 05,28
459,스위스 그랜드 호텔,5,넘 좋았어용 구웃구웃,2020. 08. 03,11
460,스위스 그랜드 호텔,5,"언덕 위에 있어 차가 없었으면 조금은 번거로웠을 듯.하지만 친절한 직원, 빠른 엘리베이터, 적당한 뷔페 등은 충분히 만족스러웠고, 수영장도 들어가보진않았지만 꽤나크고 좋아보였다.한번 더 방문할만한 곳이다.",2020. 08. 03,114
461,스위스 그랜드 호텔,5,수영장 좋아요,2020. 08. 02,7
462,스위스 그랜드 호텔,5,너무 좋아용,2020. 08. 01,6
463,스위스 그랜드 호텔,5,서비스 최강입니다,2020. 08. 01,9
464,스위스 그랜드 호텔,5,위치성도 편리하고 직원들도 친절하셔서 좋았습니다.근데 일반 모텔에서도 챙겨주는 칫솔이나 치약도 없었고 전자레인지마저 없어 5성급호텔이 맞나하는 의구심도 많이 들었네요.,2020. 07. 31,93
465,스위스 그랜드 호텔,5,룸컨디션이 생각보다 너무 좋아서 재방문 의사있습니다🙂,2020. 07. 31,29
466,스위스 그랜드 호텔,5,수영장은 수영모를 써야해서 못들어 갔구요ㅠ디너는 진짜 최고였습니다. 디너로 모든 설명 다 끝남 진짜 디너가 짱이었슴다,2020. 07. 28,65
467,스위스 그랜드 호텔,5,깨끗하고 좋았어요,2020. 07. 28,9
468,스위스 그랜드 호텔,5,여기 정말 침구가   편해요. 힐튼 일때도 가성비 좋았어요,2020. 07. 26,32
469,스위스 그랜드 호텔,5,부모님을 모시거나 은혜를 답하고자 하는 분들께 강추합니다!,2020. 07. 25,32
470,스위스 그랜드 호텔,5,가슴으로 고객을 맞이할 줄 아는곳....,2020. 07. 25,22
471,스위스 그랜드 호텔,3,체크인할때 직원 너무 불친절했음굉장히 사람 무시하는것같은 태도. 기분 나빳음룸컨디션은 대체적으로 좋았지만재방문의사 매우없음.,2020. 07. 25,69
472,스위스 그랜드 호텔,5,5성호텔 답습니다,2020. 07. 22,9
473,스위스 그랜드 호텔,4,좀오래되어 보여서그렇지 룸 컨디션은 좋아요,2020. 07. 21,23
474,스위스 그랜드 호텔,5,완전조아요,2020. 07. 21,5
475,스위스 그랜드 호텔,5,깨끗하게 잘 머뭄,2020. 07. 20,9
476,스위스 그랜드 호텔,4,힐튼일때 갔다가 스위스로 바뀌고 가봤는데 똑같아요 바뀐건 이름뿐이고요 역시나 침대는 쉐라톤 메이필드보다도 제일 좋습니다 수영장 줄눈공사좀 해주세요 매번 재밌게 잘 노는데 타일사이 줄눈이 노후되서 사진이 안이쁘게 나와요ㅠ수영장 5살 50%할인받아서 22000원냈고요 디너는 좀 아쉬웠어요 맛있었는데 가짓수가 너무 없더라구요 5살 25000원내긴 너무 아까웠어요 우동이랑 맨밥고기조금먹었는데ㅠ무튼 엄청 크고 룸컨디션도 좋았어요 침대가 자꾸 생각나네요 수고하세요더보기,2020. 07. 20,258
477,스위스 그랜드 호텔,5,친절하고 카페빙수도 굿,2020. 07. 19,12
478,스위스 그랜드 호텔,5,매우 만족합니다,2020. 07. 19,8
479,스위스 그랜드 호텔,4,좋아요오오오,2020. 07. 19,6
480,스위스 그랜드 호텔,5,수영장도 좋았고 룸컨디션도 너무 좋았습니다,2020. 07. 17,23
481,스위스 그랜드 호텔,5,그냥  한마디로 좋습니다호텔 깨끗하구요수영장 좋구요진짜  추천합니다,2020. 07. 17,37
482,스위스 그랜드 호텔,5,항상 잘 이용해요~~^^,2020. 07. 16,13
483,스위스 그랜드 호텔,5,직원분들도 친절하시고 조용하고 깨끗해서 제대로 쉬다가 갑니다~ ^^,2020. 07. 15,37
